STATIONID,Latitude,Longitude,LAKEID,County,Lake,Station,Study,water type
Ora-Greenwood-2,28.534,-81.3602,Ora-Greenwood,Orange,Greenwood,2,LW,Lake
Ora-Greenwood-3,28.5341,-81.3598,Ora-Greenwood,Orange,Greenwood,3,LW,Lake
Ora-Hancock-1,28.4631,-81.6109,Ora-Hancock,Orange,Hancock,1,LW,Lake
Ora-Hancock-2,28.4639,-81.6198,Ora-Hancock,Orange,Hancock,2,LW,Lake
Ora-Hancock-3,28.4712,-81.6239,Ora-Hancock,Orange,Hancock,3,LW,Lake
Ora-Hart-1,28.3704,-81.2173,Ora-Hart,Orange,Hart,1,LW,Lake
Ora-Hart-2,28.3794,-81.2114,Ora-Hart,Orange,Hart,2,LW,Lake
Ora-Hart-3,28.3901,-81.2117,Ora-Hart,Orange,Hart,3,LW,Lake
Ora-Hiawassee-1,28.5238,-81.4804,Ora-Hiawassee,Orange,Hiawassee,1,LW,Lake
Ora-Hiawassee-2,28.5271,-81.4806,Ora-Hiawassee,Orange,Hiawassee,2,LW,Lake
Ora-Hiawassee-3,28.5302,-81.482,Ora-Hiawassee,Orange,Hiawassee,3,LW,Lake
Ora-Hickorynu-1,28.417,-81.6396,Ora-Hickorynu,Orange,Hickorynut,1,LW,Lake
Ora-Hickorynu-2,28.4255,-81.6426,Ora-Hickorynu,Orange,Hickorynut,2,LW,Lake
Ora-Hickorynu-3,28.4322,-81.6441,Ora-Hickorynu,Orange,Hickorynut,3,LW,Lake
Ora-HickoryS-1,28.4282,-81.6503,Ora-HickoryS,Orange,Hickorynut South,1,LW,Lake
Ora-HickoryS-2,28.4256,-81.6473,Ora-HickoryS,Orange,Hickorynut South,2,LW,Lake
Ora-Highland-1,28.5592,-81.3682,Ora-Highland,Orange,Highland,1,LW,Lake
Ora-Highland-2,28.5601,-81.3707,Ora-Highland,Orange,Highland,2,LW,Lake
Ora-Highland-3,28.5596,-81.3727,Ora-Highland,Orange,Highland,3,LW,Lake
Ora-Hill-1,28.6356,-81.4394,Ora-Hill,Orange,Hill,1,LW,Lake
Ora-Hill-2,28.6365,-81.4377,Ora-Hill,Orange,Hill,2,LW,Lake
Ora-Hill-3,28.6375,-81.4363,Ora-Hill,Orange,Hill,3,LW,Lake
Ora-Holden-1,28.501,-81.3952,Ora-Holden,Orange,Holden,1,LW,Lake
Ora-Holden-2,28.5039,-81.3874,Ora-Holden,Orange,Holden,2,LW,Lake
Ora-Holden-3,28.5097,-81.386,Ora-Holden,Orange,Holden,3,LW,Lake
Ora-Holden-Can-1,28.5024,-81.3938,Ora-Holden-Can,Orange,Holden Canal-1,1,LW,Lake
Ora-Hope-1,28.6403,-81.3713,Ora-Hope,Orange,Hope,1,LW,Lake
Ora-Hope-2,28.6386,-81.3728,Ora-Hope,Orange,Hope,2,LW,Lake
Ora-Hope-3,28.6389,-81.3742,Ora-Hope,Orange,Hope,3,LW,Lake
Ora-Horseshoe-1,28.5963,-81.4705,Ora-Horseshoe,Orange,Horseshoe,1,LW,Lake
Ora-Horseshoe-2,28.5957,-81.4715,Ora-Horseshoe,Orange,Horseshoe,2,LW,Lake
Ora-Horseshoe-3,28.595,-81.4727,Ora-Horseshoe,Orange,Horseshoe,3,LW,Lake
Ora-Hourglass-1,28.523,-81.357,Ora-Hourglass,Orange,Hourglass,1,LW,Lake
Ora-Hourglass-2,28.5222,-81.357,Ora-Hourglass,Orange,Hourglass,2,LW,Lake
Ora-Hourglass-3,28.5208,-81.357,Ora-Hourglass,Orange,Hourglass,3,LW,Lake
Ora-HowellCR-1-1,28.5858,-81.3567,Ora-HowellCR-1,Orange,Howell Creek-1,1,LW,River/Stream
Ora-HowellCR-2-1,28.585,-81.3572,Ora-HowellCR-2,Orange,Howell Creek-2,1,LW,River/Stream
Ora-HowellCR-3-1,28.5831,-81.3572,Ora-HowellCR-3,Orange,Howell Creek-3,1,LW,River/Stream
Ora-Hubbert-1,28.3479,-81.6368,Ora-Hubbert,Orange,Hubbert,1,LW,Lake
Ora-Hubbert-2,28.3504,-81.6353,Ora-Hubbert,Orange,Hubbert,2,LW,Lake
Ora-Hubbert-3,28.3516,-81.6364,Ora-Hubbert,Orange,Hubbert,3,LW,Lake
Ora-Huckleber-1,28.4346,-81.6102,Ora-Huckleber,Orange,Huckleberry,1,LW,Lake
Ora-Huckleber-2,28.4346,-81.6126,Ora-Huckleber,Orange,Huckleberry,2,LW,Lake
Ora-Irma-1,28.5937,-81.2631,Ora-Irma,Orange,Irma,1,LW,Lake
Ora-Irma-2,28.5906,-81.267,Ora-Irma,Orange,Irma,2,LW,Lake
Ora-Irma-3,28.5896,-81.2701,Ora-Irma,Orange,Irma,3,LW,Lake
Ora-Irma-4,28.5886,-81.2639,Ora-Irma,Orange,Irma,4,LW,Lake
Ora-Isleworth-1,28.4719,-81.5305,Ora-Isleworth,Orange,Isleworth,1,LW,Lake
Ora-Isleworth-2,28.4716,-81.5279,Ora-Isleworth,Orange,Isleworth,2,LW,Lake
Ora-Isleworth-3,28.4736,-81.5279,Ora-Isleworth,Orange,Isleworth,3,LW,Lake
Ora-IvanhoeE-1,28.5652,-81.3751,Ora-IvanhoeE,Orange,Ivanhoe East,1,LW,Lake
Ora-IvanhoeE-2,28.5636,-81.3752,Ora-IvanhoeE,Orange,Ivanhoe East,2,LW,Lake
Ora-IvanhoeE-3,28.5612,-81.3769,Ora-IvanhoeE,Orange,Ivanhoe East,3,LW,Lake
Ora-IvanhoeM-1,28.5635,-81.3795,Ora-IvanhoeM,Orange,Ivanhoe Middle,1,LW,Lake
Ora-IvanhoeM-2,28.5621,-81.3807,Ora-IvanhoeM,Orange,Ivanhoe Middle,2,LW,Lake
Ora-IvanhoeM-3,28.5611,-81.3823,Ora-IvanhoeM,Orange,Ivanhoe Middle,3,LW,Lake
Ora-IvanhoeNW-1,28.5674,-81.3858,Ora-IvanhoeNW,Orange,Ivanhoe Northwest,1,LW,Lake
Ora-IvanhoeNW-2,28.5668,-81.3857,Ora-IvanhoeNW,Orange,Ivanhoe Northwest,2,LW,Lake
Ora-IvanhoeNW-3,28.5663,-81.3858,Ora-IvanhoeNW,Orange,Ivanhoe Northwest,3,LW,Lake
Ora-IvanhoeW-1,28.5655,-81.3804,Ora-IvanhoeW,Orange,Ivanhoe West,1,LW,Lake
Ora-IvanhoeW-2,28.5651,-81.3831,Ora-IvanhoeW,Orange,Ivanhoe West,2,LW,Lake
Ora-IvanhoeW-3,28.5643,-81.3844,Ora-IvanhoeW,Orange,Ivanhoe West,3,LW,Lake
Ora-Jackson-1,28.6237,-81.38,Ora-Jackson,Orange,Jackson,1,LW,Lake
Ora-Jackson-2,28.6242,-81.3808,Ora-Jackson,Orange,Jackson,2,LW,Lake
Ora-Jackson-3,28.6247,-81.3823,Ora-Jackson,Orange,Jackson,3,LW,Lake
Ora-Jessamine-1,28.4832,-81.3846,Ora-Jessamine,Orange,Jessamine,1,LW,Lake
Ora-Jessamine-2,28.4811,-81.3861,Ora-Jessamine,Orange,Jessamine,2,LW,Lake
Ora-Jessamine-3,28.4791,-81.387,Ora-Jessamine,Orange,Jessamine,3,LW,Lake
Ora-JessaminN-1,28.4898,-81.3821,Ora-JessaminN,Orange,Jessamine North,1,LW,Lake
Ora-JessaminN-2,28.4882,-81.3809,Ora-JessaminN,Orange,Jessamine North,2,LW,Lake
Ora-JessaminN-3,28.4868,-81.3807,Ora-JessaminN,Orange,Jessamine North,3,LW,Lake
Ora-JessaminS-1,28.4767,-81.3894,Ora-JessaminS,Orange,Jessamine South,1,LW,Lake
Ora-JessaminS-2,28.4759,-81.3903,Ora-JessaminS,Orange,Jessamine South,2,LW,Lake
Ora-JessaminS-3,28.4748,-81.391,Ora-JessaminS,Orange,Jessamine South,3,LW,Lake
Ora-Johio-1,28.5773,-81.5104,Ora-Johio,Orange,Johio,1,LW,Lake
Ora-Johio-2,28.5775,-81.5113,Ora-Johio,Orange,Johio,2,LW,Lake
Ora-Johio-3,28.5776,-81.5127,Ora-Johio,Orange,Johio,3,LW,Lake
Ora-John's-1,28.5415,-81.6324,Ora-John's,Orange,John's,1,LW,Lake
Ora-John's-2,28.5353,-81.6406,Ora-John's,Orange,John's,2,LW,Lake
Ora-John's-3,28.5299,-81.658,Ora-John's,Orange,John's,3,LW,Lake
Ora-John's-4,28.5252,-81.6711,Ora-John's,Orange,John's,4,LW,Lake
Ora-John's-5,28.5372,-81.6809,Ora-John's,Orange,John's,5,LW,Lake
Ora-John's-6,28.5408,-81.6491,Ora-John's,Orange,John's,6,LW,Lake
Ora-Killarney-1,28.6021,-81.3807,Ora-Killarney,Orange,Killarney,1,LW,Lake
Ora-Killarney-2,28.5991,-81.375,Ora-Killarney,Orange,Killarney,2,LW,Lake
Ora-Killarney-3,28.5979,-81.3702,Ora-Killarney,Orange,Killarney,3,LW,Lake
Ora-LaGrange-1,28.5076,-81.3438,Ora-LaGrange,Orange,La Grange,1,LW,Lake
Ora-LaGrange-2,28.5078,-81.3421,Ora-LaGrange,Orange,La Grange,2,LW,Lake
Ora-LaGrange-3,28.5082,-81.3411,Ora-LaGrange,Orange,La Grange,3,LW,Lake
Ora-Lancaster-1,28.5259,-81.3631,Ora-Lancaster,Orange,Lancaster,1,LW,Lake
Ora-Lancaster-2,28.525,-81.3664,Ora-Lancaster,Orange,Lancaster,2,LW,Lake
Ora-Lancaster-3,28.5225,-81.3667,Ora-Lancaster,Orange,Lancaster,3,LW,Lake
Ora-Lawne-1,28.5587,-81.4375,Ora-Lawne,Orange,Lawne,1,LW,Lake
Ora-Lawne-2,28.5622,-81.4378,Ora-Lawne,Orange,Lawne,2,LW,Lake
Ora-Lawne-3,28.5671,-81.438,Ora-Lawne,Orange,Lawne,3,LW,Lake
Ora-Lawsona-1,28.5402,-81.3636,Ora-Lawsona,Orange,Lawsona,1,LW,Lake
Ora-Lawsona-2,28.541,-81.3643,Ora-Lawsona,Orange,Lawsona,2,LW,Lake
Ora-Lawsona-3,28.5417,-81.3645,Ora-Lawsona,Orange,Lawsona,3,LW,Lake
Ora-Lee-1,28.59,-81.2069,Ora-Lee,Orange,Lee,1,LW,Lake
Ora-Lee-2,28.5907,-81.207,Ora-Lee,Orange,Lee,2,LW,Lake
Ora-Lee-3,28.5917,-81.2015,Ora-Lee,Orange,Lee,3,LW,Lake
Ora-LittleCo-1,28.481,-81.3633,Ora-LittleCo,Orange,Little Conway,1,LW,Lake
Ora-LittleCo-2,28.4865,-81.359,Ora-LittleCo,Orange,Little Conway,2,LW,Lake
Ora-LittleCo-3,28.4883,-81.3573,Ora-LittleCo,Orange,Little Conway,3,LW,Lake
Ora-LittleDo-1,28.5083,-81.5389,Ora-LittleDo,Orange,Little Down,1,LW,Lake
Ora-LittleDo-2,28.5085,-81.54,Ora-LittleDo,Orange,Little Down,2,LW,Lake
Ora-LittleDo-3,28.5088,-81.5411,Ora-LittleDo,Orange,Little Down,3,LW,Lake
Ora-LitEcon-1-1,28.5819,-81.2325,Ora-LitEcon-1,Orange,Little Econ-1,1,LW,River/Stream
Ora-LitEcon-2-1,28.5816,-81.2336,Ora-LitEcon-2,Orange,Little Econ-2,1,LW,River/Stream
Ora-LitEcon-3-1,28.5813,-81.2349,Ora-LitEcon-3,Orange,Little Econ-3,1,LW,River/Stream
Ora-LittleFa-1,28.5924,-81.3896,Ora-LittleFa,Orange,Little Fairview,1,LW,Lake
Ora-LittleFa-2,28.5899,-81.389,Ora-LittleFa,Orange,Little Fairview,2,LW,Lake
Ora-LittleFa-3,28.5938,-81.3879,Ora-LittleFa,Orange,Little Fairview,3,LW,Lake
Ora-LittleHi-1,28.4326,-81.649,Ora-LittleHi,Orange,Little Hickorynut,1,LW,Lake
Ora-LittleHi-2,28.4311,-81.649,Ora-LittleHi,Orange,Little Hickorynut,2,LW,Lake
Ora-LittleHi-3,28.4299,-81.6483,Ora-LittleHi,Orange,Little Hickorynut,3,LW,Lake
Ora-LittlePh-1,28.5978,-81.4399,Ora-LittlePh,Orange,Little Pheasant,1,LW,Lake
Ora-LittlePh-2,28.5985,-81.4401,Ora-LittlePh,Orange,Little Pheasant,2,LW,Lake
Ora-LittlePh-3,28.5993,-81.4402,Ora-LittlePh,Orange,Little Pheasant,3,LW,Lake
Ora-LittleSawyer-1,28.4713,-81.5741,Ora-LittleSawyer,Orange,Little Sawyer,1,LW,Lake
Ora-LittleSawyer-2,28.473,-81.5749,Ora-LittleSawyer,Orange,Little Sawyer,2,LW,Lake
Ora-LittleSawyer-3,28.4755,-81.576,Ora-LittleSawyer,Orange,Little Sawyer,3,LW,Lake
Ora-LittleWaB-1,28.5015,-81.54,Ora-LittleWaB,Orange,Little Wauseon Bay,1,LW,Lake
Ora-LittleWaB-2,28.5028,-81.5406,Ora-LittleWaB,Orange,Little Wauseon Bay,2,LW,Lake
Ora-LittleWaB-3,28.5036,-81.5412,Ora-LittleWaB,Orange,Little Wauseon Bay,3,LW,Lake
Ora-Lockhart-1,28.6236,-81.4331,Ora-Lockhart,Orange,Lockhart,1,LW,Lake
Ora-Lockhart-2,28.6234,-81.4317,Ora-Lockhart,Orange,Lockhart,2,LW,Lake
Ora-Lockhart-3,28.6218,-81.4328,Ora-Lockhart,Orange,Lockhart,3,LW,Lake
Ora-LornaDoo-1,28.5415,-81.4042,Ora-LornaDoo,Orange,Lorna Doone,1,LW,Lake
Ora-LornaDoo-2,28.5417,-81.4033,Ora-LornaDoo,Orange,Lorna Doone,2,LW,Lake
Ora-LornaDoo-3,28.5419,-81.4024,Ora-LornaDoo,Orange,Lorna Doone,3,LW,Lake
Ora-LostCove-1,28.4519,-81.502,Ora-LostCove,Orange,Lost Cove,1,LW,Lake
Ora-LostCove-2,28.4516,-81.5021,Ora-LostCove,Orange,Lost Cove,2,LW,Lake
Ora-LostCove-3,28.4514,-81.5023,Ora-LostCove,Orange,Lost Cove,3,LW,Lake
Ora-Louise-1,28.4775,-81.531,Ora-Louise,Orange,Louise,1,LW,Lake
Ora-Louise-2,28.4772,-81.5351,Ora-Louise,Orange,Louise,2,LW,Lake
Ora-Louise-3,28.4768,-81.5389,Ora-Louise,Orange,Louise,3,LW,Lake
Ora-Love-1,28.6341,-81.3841,Ora-Love,Orange,Love,1,LW,Lake
Ora-Love-2,28.6342,-81.3835,Ora-Love,Orange,Love,2,LW,Lake
Ora-Love-3,28.6351,-81.3846,Ora-Love,Orange,Love,3,LW,Lake
Ora-LucerneE-1,28.5358,-81.3773,Ora-LucerneE,Orange,Lucerne East,1,LW,Lake
Ora-LucerneE-2,28.5353,-81.3765,Ora-LucerneE,Orange,Lucerne East,2,LW,Lake
Ora-LucerneE-3,28.5347,-81.376,Ora-LucerneE,Orange,Lucerne East,3,LW,Lake
Ora-LucerneW-1,28.5348,-81.3784,Ora-LucerneW,Orange,Lucerne West,1,LW,Lake
Ora-LucerneW-2,28.5349,-81.3792,Ora-LucerneW,Orange,Lucerne West,2,LW,Lake
Ora-LucerneW-3,28.5342,-81.3775,Ora-LucerneW,Orange,Lucerne West,3,LW,Lake
Ora-Lucien-1,28.6262,-81.3894,Ora-Lucien,Orange,Lucien,1,LW,Lake
Ora-Lucien-2,28.6267,-81.3917,Ora-Lucien,Orange,Lucien,2,LW,Lake
Ora-Lucien-3,28.6273,-81.3894,Ora-Lucien,Orange,Lucien,3,LW,Lake
Ora-Lucy-1,28.5721,-81.4952,Ora-Lucy,Orange,Lucy,1,LW,Lake
Ora-Lucy-2,28.574,-81.497,Ora-Lucy,Orange,Lucy,2,LW,Lake
Ora-Lucy-3,28.5751,-81.4976,Ora-Lucy,Orange,Lucy,3,LW,Lake
Ora-Lurna-1,28.5231,-81.3744,Ora-Lurna,Orange,Lurna,1,LW,Lake
Ora-Lurna-2,28.5226,-81.3744,Ora-Lurna,Orange,Lurna,2,LW,Lake
Ora-Lurna-3,28.5226,-81.3738,Ora-Lurna,Orange,Lurna,3,LW,Lake
Ora-Maggiore-1,28.738,-81.6063,Ora-Maggiore,Orange,Maggiore,1,LW,Lake
Ora-Maggiore-2,28.7361,-81.6068,Ora-Maggiore,Orange,Maggiore,2,LW,Lake
Ora-Maggiore-3,28.7363,-81.6036,Ora-Maggiore,Orange,Maggiore,3,LW,Lake
Ora-Maitland-1,28.6207,-81.3571,Ora-Maitland,Orange,Maitland,1,LW,Lake
Ora-Maitland-2,28.6168,-81.3525,Ora-Maitland,Orange,Maitland,2,LW,Lake
Ora-Maitland-3,28.6126,-81.3461,Ora-Maitland,Orange,Maitland,3,LW,Lake
Ora-Mann-1,28.5407,-81.4267,Ora-Mann,Orange,Mann,1,LW,Lake
Ora-Mann-2,28.5372,-81.4267,Ora-Mann,Orange,Mann,2,LW,Lake
Ora-Mann-3,28.5332,-81.4274,Ora-Mann,Orange,Mann,3,LW,Lake
Ora-Margaret-1,28.5023,-81.3464,Ora-Margaret,Orange,Margaret,1,LW,Lake
Ora-Margaret-2,28.5018,-81.3471,Ora-Margaret,Orange,Margaret,2,LW,Lake
Ora-Margaret-3,28.5015,-81.3478,Ora-Margaret,Orange,Margaret,3,LW,Lake
Ora-Marsha-1,28.4765,-81.4798,Ora-Marsha,Orange,Marsha,1,LW,Lake
Ora-Marsha-2,28.4772,-81.4809,Ora-Marsha,Orange,Marsha,2,LW,Lake
Ora-Marsha-3,28.4783,-81.4828,Ora-Marsha,Orange,Marsha,3,LW,Lake
Ora-Marshall-1,28.6766,-81.5309,Ora-Marshall,Orange,Marshall,1,LW,Lake
Ora-Marshall-2,28.6777,-81.5333,Ora-Marshall,Orange,Marshall,2,LW,Lake
Ora-Marshall-3,28.6775,-81.5346,Ora-Marshall,Orange,Marshall,3,LW,Lake
Ora-Martha-1,28.6103,-81.2726,Ora-Martha,Orange,Martha,1,LW,Lake
Ora-Martha-2,28.6084,-81.2724,Ora-Martha,Orange,Martha,2,LW,Lake
Ora-Martha-3,28.6069,-81.2718,Ora-Martha,Orange,Martha,3,LW,Lake
Ora-MaryJane-1,28.3737,-81.1768,Ora-MaryJane,Orange,Mary Jane,1,LW,Lake
Ora-MaryJane-2,28.3678,-81.1798,Ora-MaryJane,Orange,Mary Jane,2,LW,Lake
Ora-MaryJane-3,28.3602,-81.179,Ora-MaryJane,Orange,Mary Jane,3,LW,Lake
Ora-MaryJess-1,28.4767,-81.3759,Ora-MaryJess,Orange,Mary Jess,1,LW,Lake
Ora-MaryJess-2,28.4763,-81.3779,Ora-MaryJess,Orange,Mary Jess,2,LW,Lake
Ora-MaryJess-3,28.4753,-81.3793,Ora-MaryJess,Orange,Mary Jess,3,LW,Lake
Ora-MetroWes-1,28.5318,-81.4708,Ora-MetroWes,Orange,Metro West,1,LW,Lake
Ora-MetroWes-2,28.5303,-81.4699,Ora-MetroWes,Orange,Metro West,2,LW,Lake
Ora-MetroWes-3,28.5288,-81.4696,Ora-MetroWes,Orange,Metro West,3,LW,Lake
Ora-Minnehaha-1,28.6324,-81.3528,Ora-Minnehaha,Orange,Minnehaha,1,LW,Lake
Ora-Minnehaha-2,28.6315,-81.3556,Ora-Minnehaha,Orange,Minnehaha,2,LW,Lake
Ora-Minnehaha-3,28.6296,-81.3574,Ora-Minnehaha,Orange,Minnehaha,3,LW,Lake
Ora-Mira-1,28.5992,-81.2719,Ora-Mira,Orange,Mira,1,LW,Lake
Ora-Mira-2,28.5978,-81.272,Ora-Mira,Orange,Mira,2,LW,Lake
Ora-Mira-3,28.5965,-81.2728,Ora-Mira,Orange,Mira,3,LW,Lake
Ora-Mizell-1,28.591,-81.3374,Ora-Mizell,Orange,Mizell,1,LW,Lake
Ora-Mizell-2,28.5932,-81.3381,Ora-Mizell,Orange,Mizell,2,LW,Lake
Ora-Mizell-3,28.5963,-81.3386,Ora-Mizell,Orange,Mizell,3,LW,Lake
Ora-Moxie-1,28.5818,-81.5348,Ora-Moxie,Orange,Moxie,1,LW,Lake
Ora-Moxie-2,28.5813,-81.5351,Ora-Moxie,Orange,Moxie,2,LW,Lake
Ora-Moxie-3,28.5808,-81.5357,Ora-Moxie,Orange,Moxie,3,LW,Lake
Ora-Nan-1,28.6063,-81.2813,Ora-Nan,Orange,Nan,1,LW,Lake
Ora-Nan-2,28.6075,-81.281,Ora-Nan,Orange,Nan,2,LW,Lake
Ora-Nan-3,28.6086,-81.2802,Ora-Nan,Orange,Nan,3,LW,Lake
Ora-NorthLot-1,28.5527,-81.5098,Ora-NorthLot,Orange,North Lotta,1,LW,Lake
Ora-NorthLot-2,28.5528,-81.5109,Ora-NorthLot,Orange,North Lotta,2,LW,Lake
Ora-NorthLot-3,28.5527,-81.5121,Ora-NorthLot,Orange,North Lotta,3,LW,Lake
Ora-Odell-1,28.4846,-81.4773,Ora-Odell,Orange,O'Dell,1,LW,Lake
Ora-Odell-2,28.4847,-81.4777,Ora-Odell,Orange,O'Dell,2,LW,Lake
Ora-Odell-3,28.485,-81.4779,Ora-Odell,Orange,O'Dell,3,LW,Lake
Ora-Ola-1,28.7553,-81.625,Ora-Ola,Orange,Ola,1,LW,Lake
Ora-Ola-2,28.7545,-81.6322,Ora-Ola,Orange,Ola,2,LW,Lake
Ora-Ola-3,28.7543,-81.6357,Ora-Ola,Orange,Ola,3,LW,Lake
Ora-Olive-1,28.5394,-81.3675,Ora-Olive,Orange,Olive,1,LW,Lake
Ora-Olive-2,28.5398,-81.3673,Ora-Olive,Orange,Olive,2,LW,Lake
Ora-Olive-3,28.5394,-81.367,Ora-Olive,Orange,Olive,3,LW,Lake
Ora-Olivia-1,28.5247,-81.5201,Ora-Olivia,Orange,Olivia,1,LW,Lake
Ora-Olivia-2,28.5235,-81.5187,Ora-Olivia,Orange,Olivia,2,LW,Lake
Ora-Olivia-3,28.5221,-81.5178,Ora-Olivia,Orange,Olivia,3,LW,Lake
Ora-Olympia-1,28.5649,-81.5231,Ora-Olympia,Orange,Olympia,1,LW,Lake
Ora-Olympia-2,28.5682,-81.5226,Ora-Olympia,Orange,Olympia,2,LW,Lake
Ora-Olympia-3,28.5712,-81.5253,Ora-Olympia,Orange,Olympia,3,LW,Lake
Ora-Orlando-1,28.5998,-81.4267,Ora-Orlando,Orange,Orlando,1,LW,Lake
Ora-Orlando-2,28.5975,-81.4332,Ora-Orlando,Orange,Orlando,2,LW,Lake
Ora-Orlando-3,28.5943,-81.434,Ora-Orlando,Orange,Orlando,3,LW,Lake
Ora-Osceola-1,28.599794,-81.3446,Ora-Osceola,Orange,Osceola,1,LW,Lake
Ora-Osceola-2,28.6044,-81.341,Ora-Osceola,Orange,Osceola,2,LW,Lake
Ora-Osceola-3,28.6037,-81.3361,Ora-Osceola,Orange,Osceola,3,LW,Lake
Ora-Pamela-1,28.5196,-81.4631,Ora-Pamela,Orange,Pamela,1,LW,Lake
Ora-Pamela-2,28.521,-81.4624,Ora-Pamela,Orange,Pamela,2,LW,Lake
Ora-Pamela-3,28.5217,-81.4617,Ora-Pamela,Orange,Pamela,3,LW,Lake
Ora-Park-1,28.6158,-81.3724,Ora-Park,Orange,Park,1,LW,Lake
Ora-Park-2,28.6156,-81.3709,Ora-Park,Orange,Park,2,LW,Lake
Ora-Park-3,28.6153,-81.3697,Ora-Park,Orange,Park,3,LW,Lake
Ora-Peach-1,28.5845,-81.5308,Ora-Peach,Orange,Peach,1,LW,Lake
Ora-Peach-2,28.584,-81.5314,Ora-Peach,Orange,Peach,2,LW,Lake
Ora-Peach-3,28.5834,-81.532,Ora-Peach,Orange,Peach,3,LW,Lake
Ora-Pearl-1,28.6029,-81.267,Ora-Pearl,Orange,Pearl,1,LW,Lake
Ora-Pearl-2,28.6044,-81.265,Ora-Pearl,Orange,Pearl,2,LW,Lake
Ora-Pearl-3,28.6052,-81.2627,Ora-Pearl,Orange,Pearl,3,LW,Lake
Ora-Pineloch-1,28.5093,-81.3689,Ora-Pineloch,Orange,Pineloch,1,LW,Lake
Ora-Pineloch-2,28.508,-81.3672,Ora-Pineloch,Orange,Pineloch,2,LW,Lake
Ora-Pineloch-3,28.5058,-81.3643,Ora-Pineloch,Orange,Pineloch,3,LW,Lake
Ora-Pocket-1,28.4233,-81.5145,Ora-Pocket,Orange,Pocket,1,LW,Lake
Ora-Pocket-2,28.4205,-81.5134,Ora-Pocket,Orange,Pocket,2,LW,Lake
Ora-Pocket-3,28.4182,-81.5114,Ora-Pocket,Orange,Pocket,3,LW,Lake
Ora-Porter-1,28.5104,-81.3249,Ora-Porter,Orange,Porter,1,LW,Lake
Ora-Porter-2,28.5111,-81.3244,Ora-Porter,Orange,Porter,2,LW,Lake
Ora-Porter-3,28.5121,-81.3232,Ora-Porter,Orange,Porter,3,LW,Lake
Ora-Prairie-1,28.596800000000002,-81.5103,Ora-Prairie,Orange,Prairie,1,LW,Lake
Ora-Prairie-2,28.5928,-81.5076,Ora-Prairie,Orange,Prairie,2,LW,Lake
Ora-Prairie-3,28.5933,-81.5123,Ora-Prairie,Orange,Prairie,3,LW,Lake
Ora-Price-1,28.6008,-81.1753,Ora-Price,Orange,Price,1,LW,Lake
Ora-Price-2,28.5977,-81.1749,Ora-Price,Orange,Price,2,LW,Lake
Ora-Price-3,28.5938,-81.176,Ora-Price,Orange,Price,3,LW,Lake
Ora-Primavist-1,28.5635,-81.5352,Ora-Primavist,Orange,Primavista,1,LW,Lake
Ora-Primavist-2,28.5639,-81.5368,Ora-Primavist,Orange,Primavista,2,LW,Lake
Ora-Primavist-3,28.5646,-81.5388,Ora-Primavist,Orange,Primavista,3,LW,Lake
Ora-Rabama-1,28.5214,-81.3282,Ora-Rabama,Orange,Rabama,1,LW,Lake
Ora-Rabama-2,28.5208,-81.3287,Ora-Rabama,Orange,Rabama,2,LW,Lake
Ora-Rabama-3,28.5202,-81.3293,Ora-Rabama,Orange,Rabama,3,LW,Lake
Ora-Richmond-1,28.511,-81.4337,Ora-Richmond,Orange,Richmond,1,LW,Lake
Ora-Richmond-2,28.5124,-81.4345,Ora-Richmond,Orange,Richmond,2,LW,Lake
Ora-Richmond-3,28.5137,-81.4352,Ora-Richmond,Orange,Richmond,3,LW,Lake
Ora-Rock-1,28.5485,-81.4012,Ora-Rock,Orange,Rock,1,LW,Lake
Ora-Rock-2,28.547,-81.4014,Ora-Rock,Orange,Rock,2,LW,Lake
Ora-Rock-3,28.5456,-81.4024,Ora-Rock,Orange,Rock,3,LW,Lake
Ora-Rose-1,28.5345,-81.5029,Ora-Rose,Orange,Rose,1,LW,Lake
Ora-Rose-2,28.5377,-81.5056,Ora-Rose,Orange,Rose,2,LW,Lake
Ora-Rose-3,28.5398,-81.5062,Ora-Rose,Orange,Rose,3,LW,Lake
Ora-RoseHill-1,28.5566,-81.5062,Ora-RoseHill,Orange,Rose Hill,1,LW,Lake
Ora-RoseHill-2,28.5574,-81.5062,Ora-RoseHill,Orange,Rose Hill,2,LW,Lake
Ora-Rouse-1,28.5737,-81.213,Ora-Rouse,Orange,Rouse,1,LW,Lake
Ora-Rouse-2,28.5724,-81.2116,Ora-Rouse,Orange,Rouse,2,LW,Lake
Ora-Rouse-3,28.5737,-81.2118,Ora-Rouse,Orange,Rouse,3,LW,Lake
Ora-Rowena-1,28.5705,-81.3625,Ora-Rowena,Orange,Rowena,1,LW,Lake
Ora-Rowena-2,28.5707,-81.3594,Ora-Rowena,Orange,Rowena,2,LW,Lake
Ora-Rowena-3,28.5709,-81.3575,Ora-Rowena,Orange,Rowena,3,LW,Lake
Ora-SanSusan-1,28.5392,-81.4647,Ora-SanSusan,Orange,San Susan,1,LW,Lake
Ora-SanSusan-2,28.5398,-81.4655,Ora-SanSusan,Orange,San Susan,2,LW,Lake
Ora-SanSusan-3,28.5405,-81.4662,Ora-SanSusan,Orange,San Susan,3,LW,Lake
Ora-Sandy-1,28.4589,-81.4644,Ora-Sandy,Orange,Sandy,1,LW,Lake
